id,title,description,release_year,runtime,genres,production_countries,my_rating,description_join
tm340430,Govindha Govindha,"A Tantric believes that by donating a virgin woman's head to gods crown, would bring down the universe to his feet. How the hero and heroine gets entangled in the underworld nexus, while rescuing the robbery, forms the crux of the plot.",1993,145,"['drama', 'action', 'crime']",['IN'],4.587060299305537,tantric belief donating virgin woman head god crown would bring universe foot hero heroine get entangled underworld nexus rescuing robbery form crux plot
tm7032,Out of Life,"Patrick Perrault, a photo-journalist covering the war in Beirut in the late 1980s, is himself caught up in the hostilities when one day he is picked up and bundled into a car at gun-point. Blind-folded, he is taken to an unknown location where he discovers that he is being taken hostage by Lebanese guerrillas.",1991,97,"['drama', 'war', 'crime', 'european']","['BE', 'FR', 'IT', 'LB']",6.292141272448475,patrick perrault photojournalist covering war beirut late 1980s caught hostility one day picked bundled car gunpoint blindfolded taken unknown location discovers taken hostage lebanese guerrilla
tm256669,Gumrah,"Roshni Chadha makes her living, singing in various places and this makes her the breadwinner of her home. She soon gets to meet the handsome and wealthy Rahul Malhotra, who finds out that she can actually sing professionally and he helps her to attain this goal, which soon became a success and Roshni falls in love with Rahul and finds out that he has the same feelings for her. On a foreign trip, Roshni is arrested by the police for having in her possession cocaine, Rahul disappears leaving Roshni in hot-soup and now she must prepare to undergo her prison terms as there is no one to help her.",1993,149,"['drama', 'action', 'crime', 'thriller']",['IN'],6.511388950418461,roshni chadha make living singing various place make breadwinner home soon get meet handsome wealthy rahul malhotra find actually sing professionally help attain goal soon became success roshni fall love rahul find feeling foreign trip roshni arrested police possession cocaine rahul disappears leaving roshni hotsoup must prepare undergo prison term one help
tm64729,Sinbad: Nothin' but the Funk,"Enjoy Comedic Superstar Sinbad as he gives us one of his most stellar stand up performances, shot on the beautiful island of Aruba at the Guillermo P. Trinidad Theatre. As always, Sinbad shows why he’s a veteran in comedy since the 80’s, with an entertaining show that the entire family can enjoy.",1998,56,"['comedy', 'documentation']",['US'],5.235662093442941,enjoy comedic superstar sinbad give one stellar stand performance shot beautiful island aruba guillermo trinidad theatre always sinbad show veteran comedy since entertaining show entire family enjoy
tm184224,Sinbad: Afros and Bellbottoms,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",1993,60,"['comedy', 'documentation']",['US'],5.597532509479352,sinbad brings 70 back nostalgic standup special dedicated film fashion flashback era
tm25389,Fiza,In 1993 Fiza's brother disappears during the riots in Mumbai. In 1999 Fiza is tired of waiting and goes looking for him.,2000,170,"['romance', 'action', 'crime', 'drama', 'thriller']",['IN'],6.119982420891024,1993 fiza brother disappears riot mumbai 1999 fiza tired waiting go looking
tm34391,Before the Flying Circus,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's inspired group of lunatics who turned such unlikely sources of inspiration as Spam, dead parrots and the Inquisition into enduring punch lines. This entertaining documentary includes interviews with members of the troupe, as well as home movies, photos and rare recordings from Monty Python's early years.",2000,55,"['comedy', 'documentation']",['GB'],8.37495760231034,discover six seemingly ordinary supremely talented men became monty python sketch comedy inspired group lunatic turned unlikely source inspiration spam dead parrot inquisition enduring punch line entertaining documentary includes interview member troupe well home movie photo rare recording monty python early year
tm44776,The Other,"Adam is the son of a wealthy Egyptian-American family who is studying at UCLA and returns home for a brief vacation. Upon his arrival he meets beautiful reporter Hanane, with whom he begins an intense love affair, and eventually they marry. Trouble arises when Hanane' s journalistic interests lead her to the corrupt business affairs of Adam's parents, who are interested in building an American tourist compound that would allow Americans further control of Egypt's tourist industry, and make them a whole lot richer.",1999,106,"['romance', 'european', 'drama']","['FR', 'EG']",5.900000000000001,adam son wealthy egyptianamerican family studying ucla return home brief vacation upon arrival meet beautiful reporter hanane begin intense love affair eventually marry trouble arises hanane journalistic interest lead corrupt business affair adam parent interested building american tourist compound would allow american control egypt tourist industry make whole lot richer
tm334788,Yodha,"Suraj Singh is addicted to drugs and as a result witnessed his girlfriend being raped in front of his eyes with him being helpless, from here on he vows to put an end to all drug dealers and started to work as a hit man for an underworld don, Daaga also known as Justice Dharmesh Agnihotri. He also meets and make enemy with a lawyer, Karan Srivastav, who is looking for the murderer of his father, journalist Chandrakant. As time proceeds, Suraj and Karan would frequently get into brawls in front of the society to the extent that each of them will now do anything to kill the other. Unknown to both that one person is responsible for there lives being upside down and he is under the veil of respectability - non other than Justice Dharmesh Agnihotri alias Dagga.",1991,142,"['action', 'drama']",['IN'],4.943410002768385,suraj singh addicted drug result witnessed girlfriend raped front eye helpless vow put end drug dealer started work hit man underworld daaga also known justice dharmesh agnihotri also meet make enemy lawyer karan srivastav looking murderer father journalist chandrakant time proceeds suraj karan would frequently get brawl front society extent anything kill unknown one person responsible life upside veil respectability non justice dharmesh agnihotri alias dagga
tm117840,The Emigrant,"The biblical tale of Joseph is told from an Egyptian perspective in this interesting character study. In this film, Joseph is called Ram. Ram, tired of his family's backward superstitious life, and tired of being picked on by his brothers, wants to go to Egypt to study agriculture. His brothers travel with him across Sinai, but then suddenly sell him to Ozir, an Egyptian who works for a Theban military leader, Amihar. Amihar is impressed by Ram's drive and personal charm and so grants Ram some desolate land outside the capital. Ram soon finds himself a pawn in the political and sexual games between Amihar and his wife Simihit, a high priestess of the Cult of Amun.",1994,129,['drama'],"['FR', 'EG']",6.213361242413816,biblical tale joseph told egyptian perspective interesting character study film joseph called ram ram tired family backward superstitious life tired picked brother want egypt study agriculture brother travel across sinai suddenly sell ozir egyptian work theban military leader amihar amihar impressed ram drive personal charm grant ram desolate land outside capital ram soon find pawn political sexual game amihar wife simihit high priestess cult amun
